,SMB,HML,Regression L2_SMB_return,Regression L1_SMB_return,SVM_SMB_return,RF_SMB_return,MLP_SMB_return,KNN_SMB_return,LSTM_SMB_return,GB_SMB_return,AdaB_SMB_return,GRU_12_SMB_return,Regression L2_HML_return,Regression L1_HML_return,SVM_HML_return,RF_HML_return,MLP_HML_return,KNN_HML_return,LSTM_HML_return,GB_HML_return,Adab_HML_return,GRU_12_HML_return,Regression L2_SMB_or_HML_return,Regression L1_SMB_or_HML_return,SVM_SMB_or_HML_return,RF_SMB_or_HML_return,MLP_SMB_or_HML_return,KNN_SMB_or_HML_return,LSTM_SMB_or_HML_return,GB_SMB_or_HML_return,Adab_SMB_or_HML_return,GRU_12_SMB_or_HML_return
200008,-0.0113,-0.0068,0.0113,0.0113,0.0113,0.0113,-0.0113,0.0113,0.0113,0.0113,0.0113,0.0113,-0.0068,-0.0068,-0.0068,-0.0068,0.0068,-0.0068,-0.0068,0.0068,-0.0068,-0.0068,-0.0068,-0.0068,-0.0068,-0.0068,-0.0068,-0.0068,-0.0113,-0.0068,-0.0068,-0.0113
200009,-0.0139,0.0624,-0.0139,-0.0139,-0.0139,-0.0139,-0.0139,0.0139,0.0139,-0.0139,0.0139,0.0139,0.0624,0.0624,0.0624,0.0624,-0.0624,-0.0624,0.0624,0.0624,0.0624,0.0624,-0.0139,0.0624,0.0624,-0.0139,0.0624,0.0624,-0.0139,0.0624,0.0624,-0.0139
200010,-0.0376,0.0552,0.0376,0.0376,0.0376,0.0376,-0.0376,0.0376,0.0376,-0.0376,-0.0376,0.0376,0.0552,0.0552,0.0552,0.0552,-0.0552,0.0552,0.0552,-0.0552,-0.0552,-0.0552,0.0552,0.0552,0.0552,0.0552,0.0552,0.0552,0.0552,0.0552,-0.0376,0.0552
200011,-0.0279,0.113,0.0279,0.0279,0.0279,0.0279,-0.0279,0.0279,0.0279,-0.0279,-0.0279,0.0279,0.113,0.113,0.113,0.113,-0.113,0.113,0.113,-0.113,-0.113,-0.113,0.113,0.113,0.113,0.113,0.113,-0.0279,0.113,-0.0279,-0.0279,0.113
200012,0.0097,0.0733,-0.0097,-0.0097,-0.0097,-0.0097,0.0097,-0.0097,-0.0097,-0.0097,-0.0097,-0.0097,0.0733,0.0733,0.0733,0.0733,-0.0733,-0.0733,0.0733,0.0733,-0.0733,-0.0733,0.0733,0.0733,0.0733,0.0733,0.0733,0.0733,0.0733,0.0097,0.0733,0.0733
200101,0.0657,-0.049,-0.0657,-0.0657,-0.0657,-0.0657,0.0657,-0.0657,-0.0657,-0.0657,-0.0657,-0.0657,-0.049,-0.049,-0.049,-0.049,0.049,-0.049,-0.049,-0.049,-0.049,0.049,-0.049,-0.049,-0.049,-0.049,-0.049,-0.049,-0.049,0.0657,0.0657,-0.049
200102,-0.0074,0.129,0.0074,0.0074,-0.0074,-0.0074,-0.0074,-0.0074,0.0074,0.0074,0.0074,0.0074,0.129,-0.129,0.129,0.129,-0.129,0.129,0.129,0.129,0.129,-0.129,0.129,0.129,0.129,-0.0074,0.129,0.129,0.129,0.129,0.129,0.129
200103,0.0034,0.0645,-0.0034,-0.0034,-0.0034,-0.0034,0.0034,-0.0034,-0.0034,-0.0034,-0.0034,-0.0034,0.0645,0.0645,0.0645,0.0645,-0.0645,0.0645,0.0645,-0.0645,-0.0645,-0.0645,0.0645,0.0645,0.0645,0.0645,0.0645,0.0645,0.0645,0.0645,0.0034,0.0645
200104,0.0052,-0.0469,-0.0052,-0.0052,-0.0052,-0.0052,0.0052,-0.0052,-0.0052,-0.0052,0.0052,-0.0052,-0.0469,-0.0469,-0.0469,-0.0469,0.0469,-0.0469,-0.0469,-0.0469,0.0469,0.0469,-0.0469,-0.0469,-0.0469,-0.0469,-0.0469,-0.0469,-0.0469,-0.0469,0.0052,-0.0469
200105,0.026,0.0314,-0.026,-0.026,0.026,0.026,0.026,-0.026,-0.026,-0.026,-0.026,-0.026,0.0314,-0.0314,0.0314,0.0314,-0.0314,0.0314,0.0314,0.0314,-0.0314,0.0314,0.026,0.0314,0.0314,0.026,0.0314,0.0314,0.0314,0.0314,0.0314,0.0314
200106,0.0605,-0.0106,-0.0605,-0.0605,0.0605,-0.0605,-0.0605,0.0605,-0.0605,-0.0605,0.0605,-0.0605,-0.0106,-0.0106,-0.0106,-0.0106,0.0106,-0.0106,-0.0106,0.0106,0.0106,-0.0106,-0.0106,-0.0106,-0.0106,-0.0106,-0.0106,-0.0106,-0.0106,-0.0106,-0.0106,-0.0106
200107,-0.0435,0.0558,0.0435,0.0435,-0.0435,0.0435,0.0435,-0.0435,0.0435,-0.0435,0.0435,0.0435,0.0558,0.0558,0.0558,0.0558,-0.0558,0.0558,0.0558,-0.0558,-0.0558,0.0558,0.0558,0.0558,0.0558,0.0558,0.0558,0.0558,0.0558,0.0558,-0.0435,0.0558
200108,0.0249,0.025,-0.0249,-0.0249,0.0249,-0.0249,-0.0249,0.0249,-0.0249,-0.0249,-0.0249,-0.0249,0.025,0.025,0.025,0.025,-0.025,0.025,0.025,-0.025,-0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.0249,0.025,0.025,0.025,0.025
200109,-0.0613,0.016,0.0613,0.0613,0.0613,0.0613,0.0613,-0.0613,0.0613,0.0613,0.0613,0.0613,0.016,0.016,0.016,0.016,-0.016,0.016,0.016,0.016,-0.016,0.016,0.016,0.016,0.016,0.016,0.016,-0.0613,0.016,-0.0613,-0.0613,0.016
200110,0.0763,-0.081,-0.0763,-0.0763,-0.0763,-0.0763,-0.0763,-0.0763,-0.0763,-0.0763,-0.0763,0.0763,-0.081,-0.081,-0.081,-0.081,0.081,-0.081,-0.081,0.081,-0.081,-0.081,-0.081,-0.081,-0.081,-0.081,-0.081,0.0763,-0.081,-0.081,-0.081,-0.081
200111,-0.0041,0.02,-0.0041,0.0041,-0.0041,-0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,-0.0041,0.02,-0.02,0.02,0.02,-0.02,0.02,0.02,0.02,-0.02,-0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
200112,0.0457,0.011,0.0457,-0.0457,0.0457,0.0457,-0.0457,-0.0457,-0.0457,-0.0457,-0.0457,0.0457,0.011,0.011,0.011,0.011,-0.011,0.011,0.011,-0.011,0.011,0.011,0.011,0.011,0.011,0.0457,0.011,0.011,0.011,0.011,0.011,0.011
200201,0.0119,0.0333,0.0119,-0.0119,0.0119,0.0119,-0.0119,0.0119,-0.0119,-0.0119,-0.0119,0.0119,0.0333,-0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,-0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0333,0.0119,0.0119,0.0119,0.0333,0.0333
200202,-0.011,0.025,-0.011,0.011,-0.011,0.011,0.011,0.011,0.011,-0.011,0.011,-0.011,0.025,0.025,0.025,0.025,0.025,0.025,0.025,-0.025,-0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,-0.011,0.025,0.025,0.025
200203,0.0423,0.0111,0.0423,-0.0423,0.0423,-0.0423,-0.0423,0.0423,-0.0423,-0.0423,-0.0423,0.0423,0.0111,0.0111,0.0111,0.0111,0.0111,0.0111,0.0111,-0.0111,-0.0111,0.0111,0.0111,0.0111,0.0111,0.0111,0.0111,0.0111,0.0423,0.0423,0.0111,0.0111
200204,0.0594,0.0393,0.0594,-0.0594,0.0594,0.0594,-0.0594,-0.0594,-0.0594,-0.0594,-0.0594,0.0594,-0.0393,-0.0393,0.0393,0.0393,0.0393,0.0393,0.0393,-0.0393,0.0393,-0.0393,0.0393,0.0393,0.0393,0.0594,0.0393,0.0393,0.0594,0.0594,0.0393,0.0393
200205,-0.0321,0.0169,0.0321,0.0321,-0.0321,0.0321,0.0321,0.0321,0.0321,-0.0321,0.0321,-0.0321,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,0.0169,-0.0321,-0.0321,-0.0321,0.0169
200206,0.0426,0.0013,-0.0426,-0.0426,0.0426,-0.0426,0.0426,0.0426,-0.0426,0.0426,-0.0426,0.0426,0.0013,0.0013,0.0013,0.0013,-0.0013,0.0013,0.0013,-0.0013,-0.0013,-0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0426,0.0426,0.0013,0.0013
200207,-0.053,-0.0341,0.053,0.053,0.053,0.053,-0.053,0.053,0.053,-0.053,0.053,0.053,-0.0341,-0.0341,-0.0341,-0.0341,0.0341,-0.0341,-0.0341,0.0341,-0.0341,0.0341,-0.0341,-0.0341,-0.0341,-0.0341,-0.0341,-0.0341,-0.053,-0.053,-0.0341,-0.0341
200208,-0.0244,0.0249,0.0244,0.0244,0.0244,0.0244,-0.0244,0.0244,0.0244,-0.0244,0.0244,-0.0244,0.0249,0.0249,0.0249,0.0249,-0.0249,0.0249,0.0249,-0.0249,0.0249,-0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,0.0249,-0.0244,-0.0244,0.0249,0.0249
200209,0.0257,0.0131,-0.0257,-0.0257,0.0257,-0.0257,0.0257,-0.0257,-0.0257,0.0257,-0.0257,0.0257,0.0131,0.0131,0.0131,0.0131,-0.0131,0.0131,0.0131,-0.0131,0.0131,-0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0131,0.0257,0.0257,0.0131,0.0131
200210,-0.029,-0.0546,0.029,0.029,0.029,0.029,-0.029,0.029,-0.029,0.029,0.029,0.029,-0.0546,-0.0546,-0.0546,-0.0546,0.0546,-0.0546,-0.0546,-0.0546,-0.0546,-0.0546,-0.0546,-0.0546,-0.0546,-0.0546,-0.0546,-0.029,-0.029,-0.0546,-0.0546,-0.029
200211,0.0284,-0.0115,0.0284,0.0284,0.0284,-0.0284,0.0284,0.0284,0.0284,-0.0284,-0.0284,0.0284,-0.0115,-0.0115,-0.0115,-0.0115,0.0115,-0.0115,-0.0115,-0.0115,-0.0115,-0.0115,-0.0115,-0.0115,-0.0115,-0.0115,-0.0115,-0.0115,0.0284,-0.0115,-0.0115,0.0284
200212,0,0.0225,0,0,0,0,0,0,0,0,0,0,0.0225,0.0225,0.0225,0.0225,-0.0225,0.0225,0.0225,-0.0225,-0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0,0,0,0
200301,0.0139,-0.0093,0.0139,0.0139,0.0139,-0.0139,0.0139,-0.0139,0.0139,-0.0139,0.0139,0.0139,-0.0093,-0.0093,-0.0093,-0.0093,0.0093,-0.0093,-0.0093,-0.0093,0.0093,-0.0093,-0.0093,-0.0093,-0.0093,-0.0093,-0.0093,-0.0093,0.0139,0.0139,0.0139,0.0139
200302,-0.0034,-0.0146,-0.0034,-0.0034,-0.0034,0.0034,-0.0034,0.0034,0.0034,0.0034,-0.0034,-0.0034,-0.0146,-0.0146,-0.0146,-0.0146,0.0146,-0.0146,-0.0146,0.0146,0.0146,-0.0146,-0.0146,-0.0146,-0.0146,-0.0146,-0.0146,-0.0146,-0.0034,-0.0034,-0.0034,-0.0034
200303,0.0089,-0.0209,0.0089,0.0089,0.0089,-0.0089,0.0089,-0.0089,-0.0089,-0.0089,0.0089,0.0089,-0.0209,-0.0209,-0.0209,-0.0209,0.0209,-0.0209,-0.0209,-0.0209,0.0209,-0.0209,-0.0209,-0.0209,-0.0209,-0.0209,-0.0209,-0.0209,0.0089,0.0089,0.0089,0.0089
200304,0.0057,0.0103,0.0057,0.0057,0.0057,-0.0057,0.0057,-0.0057,0.0057,-0.0057,0.0057,0.0057,0.0103,0.0103,0.0103,0.0103,-0.0103,0.0103,0.0103,-0.0103,-0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,0.0057,0.0057,0.0057,0.0057
200305,0.047,-0.003,0.047,0.047,0.047,0.047,0.047,-0.047,0.047,0.047,0.047,0.047,-0.003,-0.003,-0.003,-0.003,0.003,-0.003,-0.003,-0.003,0.003,-0.003,-0.003,-0.003,-0.003,-0.003,-0.003,0.047,0.047,-0.003,0.047,0.047
200306,0.0167,0.0066,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,0.0167,-0.0167,0.0167,0.0167,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,-0.0066,0.0066,0.0066,0.0066,0.0066,0.0066,0.0167,0.0066,0.0167,0.0167,0.0066,0.0066,0.0167
200307,0.0525,-0.0115,0.0525,0.0525,0.0525,0.0525,0.0525,-0.0525,0.0525,-0.0525,-0.0525,0.0525,-0.0115,-0.0115,-0.0115,-0.0115,-0.0115,0.0115,-0.0115,0.0115,-0.0115,-0.0115,-0.0115,-0.0115,-0.0115,-0.0115,-0.0115,-0.0115,-0.0115,0.0525,-0.0115,-0.0115
200308,0.026,0.0203,0.026,0.026,0.026,0.026,0.026,-0.026,0.026,-0.026,-0.026,0.026,-0.0203,0.0203,0.0203,0.0203,0.0203,-0.0203,0.0203,0.0203,-0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203,0.0203
200309,0.0079,0.0002,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,-0.0079,0.0079,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,-0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0079,0.0002,0.0002,0.0002
200310,0.0268,0.0176,0.0268,0.0268,-0.0268,-0.0268,0.0268,-0.0268,0.0268,0.0268,-0.0268,0.0268,0.0176,0.0176,0.0176,0.0176,0.0176,-0.0176,0.0176,0.0176,-0.0176,0.0176,0.0176,0.0268,0.0176,0.0176,0.0176,0.0176,0.0268,0.0268,0.0268,0.0268
200311,0.0201,0.0186,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,0.0201,-0.0201,-0.0201,0.0201,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,0.0186,-0.0186,0.0186,0.0186,0.0201,0.0201,0.0186,0.0201,0.0186,0.0186,0.0201,0.0186,0.0186,0.0201
200312,-0.0301,0.0242,-0.0301,-0.0301,-0.0301,0.0301,-0.0301,0.0301,-0.0301,0.0301,0.0301,-0.0301,0.0242,0.0242,0.0242,0.0242,0.0242,0.0242,0.0242,0.0242,0.0242,0.0242,0.0242,-0.0301,0.0242,0.0242,0.0242,0.0242,-0.0301,0.0242,0.0242,-0.0301
200401,0.028,0.0197,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.0197,0.0197,0.0197,0.0197,0.0197,-0.0197,0.0197,0.0197,-0.0197,0.0197,0.0197,0.028,0.0197,0.0197,0.0197,0.028,0.028,0.0197,0.028,0.028
200402,-0.0143,0.0049,-0.0143,-0.0143,0.0143,-0.0143,-0.0143,-0.0143,-0.0143,0.0143,0.0143,-0.0143,0.0049,0.0049,0.0049,0.0049,0.0049,-0.0049,0.0049,0.0049,0.0049,0.0049,0.0049,-0.0143,0.0049,0.0049,0.0049,0.0049,-0.0143,0.0049,0.0049,-0.0143
200403,0.0175,0.0021,-0.0175,-0.0175,-0.0175,-0.0175,0.0175,-0.0175,0.0175,-0.0175,-0.0175,0.0175,0.0021,0.0021,0.0021,0.0021,0.0021,-0.0021,-0.0021,0.0021,0.0021,0.0021,0.0021,0.0175,0.0021,0.0021,0.0021,0.0021,0.0175,0.0021,0.0021,0.0175
200404,-0.0206,-0.0262,-0.0206,0.0206,0.0206,0.0206,-0.0206,-0.0206,0.0206,0.0206,0.0206,0.0206,-0.0262,-0.0262,-0.0262,-0.0262,-0.0262,0.0262,0.0262,0.0262,-0.0262,-0.0262,-0.0262,-0.0262,-0.0262,-0.0262,-0.0262,-0.0206,-0.0262,-0.0262,-0.0262,-0.0262
200405,-0.0021,-0.0039,0.0021,0.0021,0.0021,0.0021,-0.0021,0.0021,0.0021,0.0021,-0.0021,0.0021,-0.0039,-0.0039,-0.0039,-0.0039,-0.0039,-0.0039,-0.0039,-0.0039,-0.0039,-0.0039,-0.0039,-0.0039,-0.0039,-0.0039,-0.0039,-0.0039,-0.0039,-0.0021,-0.0039,-0.0039
200406,0.0226,0.0138,-0.0226,0.0226,-0.0226,0.0226,-0.0226,-0.0226,-0.0226,0.0226,0.0226,-0.0226,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0138,0.0226,0.0226,0.0138,0.0138,0.0226,0.0138,0.0138
200407,-0.038,0.041,-0.038,-0.038,-0.038,-0.038,0.038,-0.038,0.038,-0.038,-0.038,-0.038,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,-0.038,-0.038,-0.038,0.041,-0.038,0.041,0.041
200408,-0.0163,0.0103,0.0163,0.0163,0.0163,0.0163,0.0163,-0.0163,0.0163,0.0163,0.0163,0.0163,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,0.0103,-0.0163,-0.0163,0.0103,0.0103,-0.0163,0.0103
200409,0.0303,-0.0025,0.0303,-0.0303,0.0303,-0.0303,-0.0303,-0.0303,-0.0303,-0.0303,0.0303,-0.0303,-0.0025,-0.0025,-0.0025,-0.0025,-0.0025,-0.0025,-0.0025,0.0025,-0.0025,-0.0025,-0.0025,-0.0025,-0.0025,-0.0025,0.0303,-0.0025,-0.0025,-0.0025,-0.0025,-0.0025
200410,0.0031,-0.0062,-0.0031,0.0031,0.0031,0.0031,-0.0031,0.0031,-0.0031,-0.0031,-0.0031,-0.0031,-0.0062,-0.0062,-0.0062,-0.0062,-0.0062,0.0062,-0.0062,-0.0062,0.0062,-0.0062,-0.0062,0.0031,-0.0062,0.0031,0.0031,-0.0062,-0.0062,0.0031,0.0031,-0.0062
200411,0.0391,0.0179,-0.0391,-0.0391,0.0391,0.0391,-0.0391,-0.0391,-0.0391,0.0391,0.0391,-0.0391,0.0179,0.0179,0.0179,0.0179,0.0179,-0.0179,0.0179,-0.0179,0.0179,0.0179,0.0179,0.0391,0.0179,0.0391,0.0391,0.0179,0.0391,0.0391,0.0391,0.0179
200412,0.0012,-0.0006,0.0012,0.0012,0.0012,0.0012,-0.0012,0.0012,-0.0012,-0.0012,-0.0012,0.0012,-0.0006,-0.0006,-0.0006,-0.0006,-0.0006,-0.0006,-0.0006,-0.0006,-0.0006,-0.0006,0.0012,0.0012,-0.0006,0.0012,0.0012,-0.0006,-0.0006,0.0012,0.0012,0.0012
200501,-0.0151,0.0197,-0.0151,-0.0151,-0.0151,-0.0151,0.0151,-0.0151,0.0151,-0.0151,-0.0151,-0.0151,0.0197,0.0197,0.0197,0.0197,0.0197,-0.0197,0.0197,0.0197,0.0197,0.0197,-0.0151,-0.0151,0.0197,-0.0151,-0.0151,0.0197,0.0197,-0.0151,-0.0151,-0.0151
200502,-0.0051,0.0163,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,0.0051,-0.0051,0.0051,0.0051,0.0163,0.0163,0.0163,0.0163,0.0163,0.0163,0.0163,0.0163,0.0163,0.0163,0.0163,0.0163,0.0163,0.0163,-0.0051,0.0163,-0.0051,-0.0051,-0.0051,0.0163
200503,-0.0139,0.0158,-0.0139,-0.0139,-0.0139,-0.0139,0.0139,0.0139,0.0139,-0.0139,-0.0139,-0.0139,0.0158,0.0158,0.0158,0.0158,0.0158,-0.0158,0.0158,0.0158,0.0158,0.0158,0.0158,-0.0139,0.0158,-0.0139,-0.0139,0.0158,-0.0139,-0.0139,-0.0139,-0.0139
200504,-0.0399,-0.0034,0.0399,0.0399,-0.0399,0.0399,0.0399,-0.0399,0.0399,0.0399,0.0399,-0.0399,-0.0034,-0.0034,-0.0034,-0.0034,-0.0034,0.0034,-0.0034,-0.0034,-0.0034,-0.0034,-0.0034,-0.0399,-0.0034,-0.0034,-0.0399,-0.0034,-0.0034,-0.0399,-0.0399,-0.0399
200505,0.0289,-0.0081,-0.0289,-0.0289,-0.0289,-0.0289,-0.0289,0.0289,0.0289,0.0289,-0.0289,0.0289,-0.0081,-0.0081,-0.0081,-0.0081,-0.0081,0.0081,-0.0081,-0.0081,-0.0081,-0.0081,-0.0081,-0.0081,-0.0081,-0.0081,0.0289,-0.0081,-0.0081,0.0289,0.0289,-0.0081
200506,0.0262,0.0262,0.0262,0.0262,0.0262,0.0262,0.0262,-0.0262,0.0262,0.0262,-0.0262,0.0262,0.0262,0.0262,0.0262,0.0262,-0.0262,-0.0262,0.0262,0.0262,0.0262,0.0262,0.0262,0.0262,0.0262,0.0262,0.0262,0.0262,0.0262,0.0262,0.0262,0.0262
200507,0.0293,-0.0051,0.0293,0.0293,0.0293,-0.0293,0.0293,0.0293,0.0293,-0.0293,-0.0293,0.0293,-0.0051,-0.0051,-0.0051,-0.0051,0.0051,-0.0051,-0.0051,0.0051,-0.0051,-0.0051,-0.0051,-0.0051,-0.0051,-0.0051,-0.0051,-0.0051,-0.0051,0.0293,0.0293,-0.0051
200508,-0.0092,0.0127,-0.0092,-0.0092,-0.0092,-0.0092,-0.0092,-0.0092,-0.0092,0.0092,0.0092,-0.0092,0.0127,0.0127,0.0127,0.0127,-0.0127,-0.0127,0.0127,0.0127,0.0127,0.0127,-0.0092,-0.0092,0.0127,-0.0092,0.0127,0.0127,0.0127,-0.0092,-0.0092,-0.0092
200509,-0.0058,0.0077,0.0058,0.0058,-0.0058,0.0058,-0.0058,-0.0058,-0.0058,-0.0058,-0.0058,-0.0058,0.0077,0.0077,0.0077,0.0077,-0.0077,0.0077,0.0077,-0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,0.0077,-0.0058,-0.0058,-0.0058
200510,-0.0121,0.0023,-0.0121,-0.0121,-0.0121,-0.0121,-0.0121,0.0121,0.0121,-0.0121,-0.0121,-0.0121,0.0023,0.0023,0.0023,0.0023,-0.0023,-0.0023,0.0023,-0.0023,-0.0023,0.0023,-0.0121,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,-0.0121,-0.0121
200511,0.0091,-0.0118,-0.0091,-0.0091,-0.0091,-0.0091,0.0091,-0.0091,-0.0091,-0.0091,0.0091,-0.0091,-0.0118,-0.0118,-0.0118,-0.0118,0.0118,-0.0118,-0.0118,0.0118,-0.0118,-0.0118,-0.0118,-0.0118,-0.0118,-0.0118,-0.0118,-0.0118,-0.0118,-0.0118,0.0091,-0.0118
200512,-0.0046,0.0044,0.0046,0.0046,-0.0046,0.0046,-0.0046,0.0046,0.0046,-0.0046,0.0046,0.0046,0.0044,0.0044,0.0044,0.0044,-0.0044,-0.0044,0.0044,0.0044,-0.0044,0.0044,-0.0046,0.0044,0.0044,-0.0046,0.0044,0.0044,0.0044,0.0044,-0.0046,0.0044
200601,0.0542,0.0112,-0.0542,-0.0542,-0.0542,-0.0542,0.0542,-0.0542,-0.0542,0.0542,0.0542,-0.0542,0.0112,0.0112,0.0112,0.0112,-0.0112,0.0112,0.0112,0.0112,-0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0542,0.0542,0.0112
200602,-0.0038,-0.0025,-0.0038,0.0038,-0.0038,-0.0038,-0.0038,-0.0038,0.0038,0.0038,0.0038,0.0038,-0.0025,-0.0025,-0.0025,-0.0025,0.0025,-0.0025,-0.0025,-0.0025,-0.0025,-0.0025,-0.0025,-0.0025,-0.0025,-0.0038,-0.0025,-0.0038,-0.0025,-0.0025,-0.0025,-0.0025
200603,0.0355,0.0061,-0.0355,-0.0355,0.0355,-0.0355,0.0355,-0.0355,-0.0355,-0.0355,-0.0355,-0.0355,0.0061,0.0061,0.0061,0.0061,-0.0061,-0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061
200604,-0.0134,0.0259,0.0134,0.0134,-0.0134,-0.0134,-0.0134,-0.0134,0.0134,0.0134,0.0134,0.0134,0.0259,0.0259,0.0259,0.0259,-0.0259,-0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,-0.0134,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259
200605,-0.0304,0.0255,0.0304,0.0304,-0.0304,0.0304,-0.0304,0.0304,0.0304,-0.0304,0.0304,0.0304,0.0255,0.0255,0.0255,0.0255,-0.0255,0.0255,0.0255,-0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,0.0255,-0.0304,0.0255,0.0255
200606,-0.0035,0.0087,0.0035,0.0035,0.0035,0.0035,-0.0035,0.0035,0.0035,0.0035,-0.0035,0.0035,0.0087,0.0087,0.0087,0.0087,-0.0087,0.0087,0.0087,-0.0087,0.0087,0.0087,0.0087,0.0087,0.0087,0.0087,-0.0035,0.0087,0.0087,0.0087,-0.0035,0.0087
200607,-0.0408,0.0294,0.0408,0.0408,-0.0408,0.0408,-0.0408,-0.0408,0.0408,0.0408,-0.0408,0.0408,0.0294,0.0294,0.0294,0.0294,-0.0294,0.0294,0.0294,-0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,0.0294,-0.0408,0.0294,0.0294,0.0294,0.0294,0.0294
200608,0.009,-0.0172,-0.009,-0.009,0.009,-0.009,0.009,-0.009,-0.009,0.009,0.009,-0.009,-0.0172,-0.0172,-0.0172,-0.0172,0.0172,-0.0172,-0.0172,0.0172,-0.0172,-0.0172,-0.0172,-0.0172,-0.0172,-0.0172,0.009,-0.0172,-0.0172,0.009,0.009,-0.0172
